province;red;green;blue;x;x
847;130;191;80;Harjapirt;x
848;225;228;77;Paldieksa;x
849;207;51;72;Yliviotka;x
850;75;98;183;Kaskinokia;x
851;218;183;221;Parkujarvi;x
852;97;252;99;Forsiemi;x
853;74;90;90;Roykauhav;x
854;223;165;141;Emasavonli;x
855;156;192;240;Sunapira;x
856;64;236;4;Kelaarainen;x
857;248;15;34;Rakvenlin;x
858;194;81;55;Jokikuhmo;x
859;143;11;102;Tregonglet;x
860;254;108;151;Yeovinvery;x
861;180;130;51;Chiporley;x
862;47;112;157;Harbongstok;x
863;29;108;117;Kuhmoyki;x
864;110;43;48;Rakvepori;x
865;32;93;231;Raisitala;x
866;126;231;233;Jokika;x
867;38;128;61;Vantainen;x
868;79;24;7;Rakoskimio;x
869;65;238;154;Suonemi;x
870;19;62;126;Hosaloski;x
871;19;207;135;Emasajarvi;x
872;35;111;23;Paiminlin;x
873;144;14;136;Napakankka;x
874;211;24;208;Ulvilalaala;x
875;103;59;104;Tiorvaniem;x
876;54;52;202;Ahlai;x
877;244;193;136;Paimilaari;x
878;16;206;249;Iskmolho;x
879;221;226;174;Castlandfo;x
880;173;69;74;Modbugham;x
881;53;29;220;Wickwiveli;x
882;82;246;168;Retfowcest;x
883;89;148;153;Gutachal;x
884;198;13;136;Bonauberand;x
885;137;104;213;Nagolertal;x
886;106;203;44;Endinsternau;x
887;184;206;150;Schopelrod;x
888;13;223;11;Gernsbach;x
889;202;177;109;Binzeimauern;x
890;53;61;73;Gernschbro;x
891;41;2;131;Nagol;x
892;206;50;57;Lofenwei;x
893;209;227;99;Dobelberg;x
894;75;34;219;Lahrigach;x
895;154;234;250;Stein;x
896;230;241;229;Efrindorf;x
897;38;57;97;Southawleif;x
898;142;187;42;Quatford;x
899;78;7;82;Osweseholes;x
900;213;178;11;Midover;x
901;45;78;41;Westckingh;x
902;132;150;59;Tetbury;x
903;24;89;16;Dymockeley;x
904;200;54;193;Louthelsea;x
905;127;172;251;Prestoneton;x
906;220;199;21;Helstham;x
907;34;162;174;Marazionton;x
908;219;211;235;Blecharbot;x
909;232;248;78;Padstondon;x
910;235;39;155;Nostaplent;x
911;124;19;234;Feltodbury;x
912;55;64;147;Walingf;x
913;204;3;62;Launchawler;x
914;157;86;193;Colesterd;x
915;189;61;51;Lympskipse;x
916;49;21;100;Faringtre;x
917;82;173;189;Stotoneth;x
918;76;75;244;Berden;x
919;198;58;90;Modburham;x
920;201;214;206;Borourst;x
921;54;97;30;Boltowcest;x
922;145;130;7;Newbord;x
923;48;184;240;Birmingsto;x
924;116;131;123;Withed;x
925;126;82;149;Withersham;x
926;145;110;244;Credilton;x
927;198;169;248;Sidmoutham;x
928;104;131;18;Winklingfon;x
929;227;64;220;Cantalverda;x
930;224;221;240;Penalaga;x
931;167;160;50;Esquiaranda;x
932;165;42;238;Lilojas;x
933;99;176;110;Fuembancona;x
934;4;143;192;Galvesotos;x
935;186;183;61;Tortonsecas;x
936;210;208;99;Driebarios;x
937;248;57;139;Galverzo;x
938;165;66;79;Ajofroyosa;x
939;202;249;195;Haydocking;x
940;194;88;78;Durhauster;x
941;55;7;142;Hornberlow;x
942;71;90;165;Gramportsm;x
943;8;72;111;Darlintacut;x
944;19;48;74;Horshatfie;x
945;48;36;146;Marlboroug;x
946;74;139;100;Cliftamert;x
947;72;240;111;Walcestes;x
948;253;117;111;Caustoneld;x
949;246;160;204;Feltoning;x
950;139;35;241;Modbudley;x
951;48;236;8;Salislere;x
952;200;57;212;Intvis;x
953;65;217;80;Girolliers;x
954;91;52;64;Moulonvilles;x
955;65;194;213;Montbertinvil;x
956;67;94;42;Fleureteau;x
957;70;59;17;Bardorvilesas;x
958;228;80;128;Viligny;x
959;120;251;244;Rozoyroncy;x
960;91;218;166;Merintsony;x
961;71;223;36;Presnnenoy;x
962;74;36;94;Thorarsainnes;x
963;171;110;125;Montambonnely;x
964;76;165;5;Menessieres;x
965;146;193;170;Bacreauzouer;x
966;114;3;115;Neuvy;x
967;180;164;45;Dordilons;x
968;228;13;251;Dadonais;x
969;109;181;76;Sermasougy;x
970;46;132;225;Cesarotemaux;x
971;63;126;184;Vimorroisploy;x
972;179;110;141;Triguchero;x
973;70;50;137;Villecy;x
974;76;50;125;Bordetiverny;x
975;28;145;202;Keraviosa;x
976;151;235;112;Bjorkkala;x
977;113;2;14;Tormajarvi;x
978;209;184;10;Sceaury;x
979;197;31;205;Briarmesuly;x
980;66;27;128;Prefois;x
981;23;248;245;Cesarouvra;x
982;105;177;176;Champierdon;x
983;224;56;61;Autruetres;x
984;239;156;107;Grene;x
985;238;228;156;Loury;x
986;128;160;227;Beaugny;x
987;18;66;207;Lorigny;x
988;107;162;122;Chateres;x
989;40;251;147;Ascheans;x
990;224;45;95;Chevins;x
991;146;110;191;Ramou;x
992;219;92;127;Aubinteaux;x
993;30;61;202;Train;x
994;24;118;115;Chevigloy;x
995;232;57;47;Prefoy;x
996;236;92;82;Patay;x
997;209;201;191;Kotkasula;x
998;194;208;126;Joensompuj;x
999;66;66;246;Klovsionala;x
1000;76;87;3;Kuresakio;x
1001;230;197;55;Kolhoskue;x
1002;8;18;88;Ouluapa;x
1003;224;89;101;Suonejava;x
1004;117;72;196;Jungskaanpa;x
1005;125;174;96;Kuopi;x
1006;62;123;144;Orima;x
1007;40;21;15;Nuvisuota;x
1008;125;44;29;Pertanmaki;x
1009;229;170;99;Hame;x
1010;154;176;79;Kalovi;x
1011;183;88;153;Kalajarvi;x
1012;162;242;248;Pieksikaup;x
1013;104;157;195;Pertajarva;x
1014;122;31;154;Munaparain;x
1015;24;73;199;Vantslaki;x
1016;90;234;19;Chawltonge;x
1017;156;224;215;Burtough;x
1018;106;179;9;Stotleton;x
1019;99;206;86;Hertford;x
1020;84;70;104;Kurikel;x
1021;200;183;253;Emasalohja;x
1022;96;136;252;Napaldisula;x
1023;97;241;104;Kuriainena;x
1024;83;42;86;Laitisiola;x
1025;240;34;7;Alajanmaki;x
1026;41;123;159;Purmo;x
1027;205;221;90;Porvo;x
1028;243;96;106;Aijalahtima;x
1029;77;15;198;Klovsamaki;x
1030;178;198;41;Jepirtamala;x
1031;149;238;64;Varkalobnas;x
1032;195;136;94;Lieksi;x
1033;122;23;159;Pieksund;x
1034;228;126;19;Ylikesioli;x
1035;191;219;23;Tarpouthole;x
1036;200;151;134;Inzlingenzen;x
1037;151;226;170;Schwofstet;x
1038;245;76;237;Neuhadtenhei;x
1039;249;65;133;Laufach;x
1040;19;138;128;Petereibur;x
1041;144;137;211;Loforzhenau;x
1042;54;91;23;Heiteried;x
1043;244;193;97;Emberg;x
1044;110;230;60;Engelrodechr;x
1045;122;39;121;Griesbachw;x
1046;171;158;39;Helstonby;x
1047;20;252;32;Withandfor;x
1048;243;182;44;Bungaignton;x
1049;12;114;199;Cantey;x
1050;16;47;38;Basiningtr;x
1051;163;213;37;Newbund;x
1052;88;75;132;Orforkeley;x
1053;36;188;250;Berdey;x
1054;3;68;244;Draxningham;x
1055;164;186;182;Penzarton;x
1056;62;133;235;Credinton;x
1057;244;30;159;Romneadingh;x
1058;125;173;96;Dunwicham;x
1059;63;183;111;Avetoneney;x
1060;190;145;41;Rothwigan;x
1061;76;50;115;Atherbot;x
1062;153;41;225;Cudbury;x
1063;124;159;126;Daltordford;x
1064;57;60;233;Hornbingdo;x
1065;117;193;112;Wargrampton;x
1066;203;238;133;Walingfo;x
1067;152;110;198;Pershampto;x
1068;214;9;103;Wivelington;x
1069;89;250;199;Knareigh;x
1070;85;125;101;Helsth;x
1071;221;20;144;Fengham;x
1072;49;66;34;Chiltashole;x
1073;53;241;218;Kinvesdon;x
1074;245;27;81;Meregoney;x
1075;139;187;59;Cantas;x
1076;135;26;3;Castillaste;x
1077;15;197;204;Bargaral;x
1078;208;143;84;Noblembel;x
1079;155;97;100;Querojosa;x
1080;146;22;214;Herios;x
1081;146;35;159;Iruesegoso;x
1082;91;57;40;Paredetamos;x
1083;182;245;47;Belvierzo;x
1084;237;103;18;Ciruedalgar;x
1085;244;86;29;Molinunonar;x
1086;36;20;62;Tutbunstab;x
1087;173;151;93;Orfordudley;x
1088;16;134;231;Godmasings;x
1089;56;231;128;Draxbridg;x
1090;39;241;48;Tregockley;x
1091;103;29;113;Tintarton;x
1092;254;176;174;Aylesbury;x
1093;225;151;156;Colesalter;x
1094;119;45;107;Villesenon;x
1095;146;235;102;Ferdon;x
1096;101;20;198;Breteseaux;x
1097;96;100;254;Boigny;x
1098;13;14;179;Onzery;x
1099;171;84;39;Corberaincray;x
1100;157;214;243;Orvil;x
1101;180;168;113;Moulouleteau;x
1102;32;50;148;Viglaux;x
1103;11;28;51;Seichevantes;x
1104;121;30;128;Barvisainvier;x
1105;146;51;93;Loury;x
1106;216;136;30;Barvignelles;x
1107;53;76;53;Thoray;x
1108;78;40;163;Braynesanteay;x
1109;221;191;51;Courteaulnay;x
1110;43;182;53;Ferozoy;x
1111;205;37;10;Merinoy;x
1112;83;170;122;Damigny;x
1113;139;114;237;Ascoutruy;x
1114;186;52;207;Viladonnes;x
1115;165;204;188;Marcileuses;x
1116;199;213;94;Kauniainen;x
1117;133;148;171;Klovsa;x
1118;38;58;33;Harjapa;x
1119;242;46;36;Kiveskog;x
1120;23;136;178;Ouluttula;x
1121;223;113;171;Tunariemi;x
1122;33;182;176;Escrignes;x
1123;191;62;229;Moulil;x
1124;46;32;211;Ascoury;x
1125;10;196;221;Cepoy;x
1126;234;109;154;Laillemur;x
1127;36;238;251;Cortrs;x
1128;159;79;125;Bouzy;x
1129;167;99;113;Panvileury;x
1130;123;46;51;Beaugry;x
1131;47;226;84;Charmillemou;x
1132;49;105;67;Chevarigny;x
1133;165;201;51;Escreanseseau;x
1134;139;35;81;Pithinay;x
1135;249;87;33;Meseaux;x
1136;10;40;174;Chanteladon;x
1137;188;117;142;Ingrechien;x
1138;108;81;253;Sauepuavesi;x
1139;116;97;237;Nivaliedak;x
1140;69;241;177;Parolatasva;x
1141;56;11;121;Otanmala;x
1142;63;96;123;Kuhmolaaksy;x
1143;155;89;9;Kauharkmo;x
1144;152;206;239;Itakoisaku;x
1145;229;238;44;Nuvari;x
1146;137;222;4;Hamelva;x
1147;26;165;113;Niksaasnas;x
1148;77;39;141;Kolhorsula;x
1149;254;226;108;Kotkapsalu;x
1150;46;14;44;Viekisapua;x
1151;27;146;198;Pohja;x
1152;42;203;181;Lempainenen;x
1153;206;169;71;Pakanka;x
1154;44;116;185;Havumiori;x
1155;190;146;202;Kuopi;x
1156;79;196;151;Tuhmoski;x
1157;56;134;40;Horsharlow;x
1158;123;120;208;Berkewes;x
1159;22;119;66;Shifney;x
1160;151;175;247;Finedmin;x
1161;164;196;252;Oitaaneko;x
1162;230;179;48;Viljamsalu;x
1163;227;219;7;Tapasjarva;x
1164;188;91;119;Umasmakeuru;x
1165;53;182;216;Sastajarven;x
1166;123;119;180;Mantamsal;x
1167;37;92;156;Murukalahe;x
1168;213;70;39;Rajamioisa;x
1169;217;32;61;Keloksauka;x
1170;206;153;146;Kauhamsalu;x
1171;223;152;254;Oulainen;x
1172;18;147;109;Huituuki;x
1173;142;157;119;Emasa;x
1174;243;9;6;Ruona;x
1175;73;15;138;Upinkajarvi;x
1176;106;50;25;Klovsalu;x
1177;238;213;28;Utalahankor;x
1178;139;239;133;Ahlai;x
1179;142;79;70;Rakvensuami;x
1180;218;90;4;Lofeldbeld;x
1181;34;232;100;Rusttersw;x
1182;150;78;115;Buhldshut;x
1183;125;254;117;Rusttersw;x
1184;201;65;222;Tiefern;x
1185;149;73;215;Rustten;x
1186;10;118;121;Herbonswal;x
1187;55;127;5;Althergen;x
1188;161;112;240;Lorozingenau;x
1189;220;218;27;Keltental;x
1190;58;59;202;Bonacherbach;x
1191;229;191;122;Karlstet;x
1192;244;247;159;Bambuncest;x
1193;170;185;2;Foweympsto;x
1194;141;204;139;Rothbey;x
1195;196;73;242;Sherstotham;x
1196;38;5;226;Boroury;x
1197;215;91;228;Peterytesbu;x
1198;200;12;107;Apickerd;x
1199;45;189;221;Chindbury;x
1200;166;195;149;Rockindbury;x
1201;91;15;6;Retfoleovil;x
1202;122;38;148;Cockevense;x
1203;200;171;155;Gathwarkham;x
1204;254;151;14;Burtodbur;x
1205;38;161;49;Seasamarlbo;x
1206;11;123;174;Cleoburyard;x
1207;214;32;241;Lympseact;x
1208;131;66;142;Portskirk;x
1209;33;24;247;Thaxtham;x
1210;172;191;167;Warenby;x
1211;197;99;8;Meramberd;x
1212;14;84;211;Lewesbury;x
1213;97;106;45;Piltokerton;x
1214;24;15;248;Warehindon;x
1215;194;198;172;Wiscombe;x
1216;115;219;168;Peralalgar;x
1217;217;102;116;Azuquela;x
1218;104;59;219;Sauca;x
1219;203;4;186;Talaveras;x
1220;240;227;180;Esplesena;x
1221;155;53;30;Alovedrando;x
1222;245;183;18;Albripton;x
1223;245;126;250;Kenilowbury;x
1224;246;123;178;Castlesowe;x
1225;205;109;59;Cockeaford;x
1226;178;30;77;Swaveley;x
1227;30;62;141;Dordisarvil;x
1228;16;71;110;Rozies;x
1229;77;63;215;Ondres;x
1230;45;250;3;Montidy;x
1231;114;133;137;Crotrat;x
1232;7;61;182;Ramou;x
1233;71;50;195;Treil;x
1234;13;161;66;Mardilles;x
1235;4;71;9;Vrignvillons;x
1236;163;190;152;Marsaulieu;x
1237;118;150;178;Vileselemout;x
1238;195;149;156;Chalervauves;x
1239;198;239;210;Bacherollant;x
1240;31;115;99;Louzoy;x
1241;191;12;65;Guignayers;x
1242;201;30;226;Juran;x
1243;141;19;104;Coligriseles;x
1244;232;53;5;Courcorqui;x
1245;49;53;152;Mezies;x
1246;155;86;181;Rozoy;x
1247;113;123;251;Neuvy;x
1248;85;215;65;Courchailes;x
1249;44;154;224;Viles;x
1250;100;196;119;Mezieroly;x
1251;231;170;243;Kauvahaine;x
1252;89;235;167;Munapsalu;x
1253;16;181;236;Repospotepa;x
1254;178;94;246;Turulaarija;x
1255;70;7;73;Nitakos;x
1256;84;204;203;Kotka;x
1257;6;207;246;Ahtarvoesu;x
1258;84;42;244;Vehmavesi;x
1259;44;26;249;Mirabois;x
1260;72;217;5;Bachy;x
1261;87;240;116;Cerdons;x
1262;123;138;35;Belesploy;x
1263;54;42;23;Mormatillen;x
1264;149;194;204;Baules;x
1265;138;212;91;Barviers;x
1266;130;24;71;Barvierssas;x
1267;236;176;85;Mignethiver;x
1268;157;151;141;Chausulieur;x
1269;186;6;179;Dordilombre;x
1270;199;140;124;Guigny;x
1271;16;171;165;Escre;x
1272;149;109;70;Rouvrat;x
1273;69;16;251;Piolvaskyla;x
1274;18;204;51;Kehrakari;x
1275;84;217;239;Viekiihima;x
1276;169;9;209;Kemijarvi;x
1277;241;196;72;Mustvala;x
1278;253;214;25;Rakvepahti;x
1279;187;191;30;Rapind;x
1280;191;80;203;Salotkaimio;x
1281;129;167;231;Hamakikaupu;x
1282;17;196;57;Husularinma;x
1283;220;145;137;Raumaja;x
1284;164;66;79;Jamsa;x
1285;133;233;214;Kemijungsuv;x
1286;147;194;150;Lempaaksy;x
1287;240;252;127;Jokikijala;x
1288;158;16;194;Mustvi;x
1289;127;195;121;Kaupuonenja;x
1290;41;38;65;Otepaame;x
1291;122;220;98;Hame;x
1292;110;71;234;Ormskering;x
1293;67;99;104;Brastremat;x
1294;191;16;56;Mitfowen;x
1295;164;95;90;Seaforford;x
1296;153;104;62;Jarvelvaare;x
1297;104;250;85;Vehkarinma;x
1298;182;127;253;Turenivala;x
1299;186;33;65;Turinenta;x
1300;253;144;146;Obnaskio;x
1301;156;218;97;Tormaukaja;x
1302;251;162;252;Unarimaki;x
1303;75;117;34;Pudasasmaki;x
1304;174;155;76;Kurikylaala;x
1305;70;240;116;Lauti;x
1306;187;34;3;Valkesi;x
1307;38;104;24;Niiluravola;x
1308;184;21;30;Hamakika;x
1309;76;183;144;Hirmuuraha;x
1310;61;192;44;Kilja;x
1311;177;12;156;Pioltuusnie;x
1312;20;125;4;Tuuitiluran;x
1313;9;108;11;Parolovsko;x
1314;171;165;244;Zavelofinge;x
1315;228;109;39;Feldbruckap;x
1316;45;121;58;Hardt;x
1317;189;97;172;Oberheimurg;x
1318;182;187;37;Winzenfeld;x
1319;238;25;183;Binzengsten;x
1320;12;192;241;Wildbergen;x
1321;250;238;7;Enzelerzheim;x
1322;182;242;168;Rheinberg;x
1323;219;173;129;Schopfheim;x
1324;43;3;28;Selbach;x
1325;13;191;35;Todtnach;x
1326;122;6;167;Rustertalden;x
1327;179;160;134;Stuhlsbadt;x
1328;79;14;159;Sasbangengen;x
1329;12;62;214;Sackingenen;x
1330;159;207;246;Ebringen;x
1331;140;168;217;Lauten;x
1332;194;160;42;Torksmouth;x
1333;143;246;89;Helsth;x
1334;89;67;202;Fendovery;x
1335;184;5;194;Brampleby;x
1336;182;231;171;Flokenilw;x
1337;161;89;44;Cleobingdo;x
1338;103;73;62;Almonchest;x
1339;162;231;239;Brastford;x
1340;172;193;106;Lewestery;x
1341;163;78;214;Axbripton;x
1342;106;224;203;Crediley;x
1343;251;53;173;Winchleach;x
1344;117;212;3;Grampton;x
1345;47;12;150;Retfoney;x
1346;33;101;110;Framping;x
1347;104;27;4;Mouseaford;x
1348;185;12;101;Skiptregon;x
1349;18;150;177;Knutsouthw;x
1350;57;29;132;Dunsteridge;x
1351;134;61;170;Dymocham;x
1352;208;168;9;Canteter;x
1353;156;92;204;Tintameston;x
1354;93;178;56;Negrestola;x
1355;91;245;25;Azuqura;x
1356;33;2;2;Baidenza;x
1357;236;172;183;Burguentes;x
1358;136;192;254;Cabantar;x
1359;6;74;131;Dunstarpor;x
1360;157;190;96;Skipshfiel;x
1361;98;254;121;Brutonewent;x
1362;77;103;87;Kingtongay;x
1363;189;164;53;Auvilleciere;x
1364;197;148;173;Ouzoury;x
1365;179;62;3;Comblleau;x
1366;163;18;17;Onzerdroy;x
1367;95;212;153;Villy;x
1368;210;204;125;Beaulonainnes;x
1369;33;116;31;Ingravantvile;x
1370;130;25;232;Courchatelen;x
1371;40;87;156;Thouxy;x
1372;40;9;98;Rouvrtratbouy;x
1373;81;175;45;Onzertine;x
1374;48;249;113;Chambleux;x
1375;24;37;14;Cortricy;x
1376;127;48;64;Bricy;x
1377;81;25;165;Neuvy;x
1378;92;56;163;Chape;x
1379;189;139;110;Audevany;x
1380;16;143;16;Vilay;x
1381;98;34;57;Ladon;x
1382;163;94;116;Preforviles;x
1383;168;171;88;Sompuopio;x
1384;7;74;21;Autiotepa;x
1385;127;182;194;Alajahti;x
1386;21;48;40;Rapirtornio;x
1387;236;98;127;Tornipohja;x
1388;85;27;197;Husuluusika;x
1389;96;38;175;Porho;x
1390;184;249;158;Littilava;x
1391;68;81;71;Kanka;x
1392;68;42;131;Minmajasaki;x
1393;7;111;90;Karkipohj;x
1394;9;66;119;Kauvauhajo;x
1395;143;33;166;Echile;x
1396;142;13;241;Fleurmontray;x
1397;245;203;251;Rebrercevin;x
1398;103;179;221;Vilepieds;x
1399;157;228;31;Bouillante;x
1400;2;166;89;Rouvroisnoy;x
1401;234;6;55;Boign;x
1402;252;64;41;Bromers;x
1403;55;93;102;Pane;x
1404;54;35;217;Mormavantigy;x
1405;84;223;22;Kuhmoisakue;x
1406;80;167;82;Tapalta;x
1407;7;9;244;Kouvaarenpa;x
1408;62;88;96;Piolvilpio;x
1409;8;116;187;Orivekoski;x
1410;101;172;138;Obyrjanti;x
1411;184;197;251;Rutalarvi;x
1412;9;6;206;Kalajarvi;x
1413;66;118;68;Kuopima;x
1414;39;160;227;Karkala;x
1415;136;62;106;Tuahtivesi;x
1416;135;237;17;Keravi;x
1417;16;75;35;Mustvijarvi;x
1418;57;60;208;Suonelotta;x
1419;98;188;16;Kokkala;x
1420;122;215;141;Porhoesu;x
1421;172;231;47;Rovanipohja;x
1422;100;202;191;Maula;x
1423;223;124;168;Rakve;x
1424;218;141;207;Hatula;x
1425;168;128;169;Grampontef;x
1426;71;131;75;Rovanmaja;x
1427;230;5;242;Heyteley;x
1428;218;245;88;Westbury;x
1429;127;104;223;Bambury;x
1430;238;188;2;Rothwitham;x
1431;85;53;150;Flokermoud;x
1432;197;206;50;Orford;x
1433;240;204;109;Vaaneko;x
1434;200;37;158;Pohjari;x
1435;229;15;168;Jamsauhava;x
1436;25;182;105;Vaini;x
1437;182;100;65;Jarve;x
1438;66;141;38;Torninuvi;x
1439;249;106;203;Pioltautios;x
1440;34;251;193;Kiurunki;x
1441;83;15;242;Ahola;x
1442;152;209;144;Sauesi;x
1443;74;157;243;Kalajioesuk;x
1444;6;157;202;Kotkasanko;x
1445;157;99;191;Maulbachwach;x
1446;239;22;191;Lauch;x
1447;175;157;58;Ofeldenkenze;x
1448;102;141;52;Otigharmerg;x
1449;143;161;197;Schilor;x
1450;90;83;26;Alpirbach;x
1451;234;160;228;Furtweiler;x
1452;112;45;30;Kupenwe;x
1453;27;170;76;Munstmos;x
1454;26;42;66;Dunstry;x
1455;84;250;232;Chiping;x
1456;129;83;38;Quatfaringh;x
1457;226;104;177;Haltothbur;x
1458;15;99;106;Hertford;x
1459;224;246;154;Carlineton;x
1460;200;94;48;Craftot;x
1461;82;37;150;Tintacute;x
1462;166;109;234;Lympsidmou;x
1463;79;14;155;Pickelisco;x
1464;133;228;201;Torkshfield;x
1465;124;128;64;Coleseasal;x
1466;192;17;105;Newbuster;x
1467;111;219;233;Amershoreh;x
1468;187;206;71;Hatfilkham;x
1469;9;135;241;Seafombe;x
1470;190;84;229;Exetereld;x
1471;134;234;58;Rothby;x
1472;40;210;163;Wodbury;x
1473;61;204;57;Thetford;x
1474;195;189;6;Malbon;x
1475;13;200;230;Helstere;x
1476;70;10;28;Aldealherma;x
1477;35;116;252;Urdazas;x
1478;107;88;157;Toreanes;x
1479;66;196;103;Estabranos;x
1480;210;40;54;Anguiofrio;x
1481;222;219;74;Malaguil;x
1482;35;37;195;Camarados;x
1483;41;48;208;Humanar;x
1484;161;203;247;Aldeadanca;x
1485;94;141;58;Mirampilh;x
1486;142;16;146;Grainhas;x
1487;86;24;158;Olivarzeao;x
1488;114;238;130;Vidiges;x
1489;242;132;88;Sacavoras;x
1490;193;173;115;Cacho;x
1491;147;15;80;Morviscom;x
1492;192;202;110;Puise;x
1493;20;175;5;Beaucourte;x
1494;205;232;236;Villesceaux;x
1495;112;137;24;Mignechien;x
1496;181;99;250;Thorailleau;x
1497;189;245;176;Charmbreuilly;x
1498;28;56;15;Barvigny;x
1499;217;218;84;Laillevoquily;x
1500;134;154;221;Bromeaux;x
1501;168;107;60;Semoy;x
1502;138;126;209;Montcevilelet;x
1503;243;57;141;Cerdombreux;x
1504;136;193;22;Lanerete;x
1505;207;60;121;Vehka;x
1506;174;176;120;Emasahtari;x
1507;252;15;23;Sasta;x
1508;18;112;238;Lepsaaksy;x
1509;109;222;62;Valgavesi;x
1510;16;137;79;Kauhansiky;x
1511;7;137;117;Jepieksaksy;x
1512;73;77;47;Kaskivisuo;x
1513;70;198;16;Lieks;x
1514;187;114;110;Kauharainel;x
1515;207;116;130;Lahtinen;x
1516;126;12;217;Pudasio;x
1517;224;163;26;Valga;x
1518;190;193;27;Lepsalima;x
1519;236;92;251;Boign;x
1520;24;212;240;Jargerolevil;x
1521;33;179;92;Aveyrolemoy;x
1522;192;105;103;Rozoy;x
1523;222;50;195;Soltereson;x
1524;87;245;26;Varens;x
1525;71;118;210;Pantbartenay;x
1526;145;28;191;Desmouzoues;x
1527;35;130;88;Lorgis;x
1528;130;171;133;Rinenisalo;x
1529;195;150;200;Numaanisuo;x
1530;206;164;40;Jamsainena;x
1531;168;150;86;Matasalorva;x
1532;93;39;128;Otanmokinen;x
1533;88;78;165;Karksainen;x
1534;129;26;33;Koskutajar;x
1535;152;80;221;Jarveuru;x
1536;110;223;60;Unari;x
1537;171;29;104;Totamalarvi;x
1538;234;191;209;Vehmaarioli;x
1539;12;133;214;Lapuakila;x
1540;119;99;95;Rovanen;x
1541;168;82;109;Pakankiosa;x
1542;17;3;14;Kiviseksa;x
1543;58;29;66;Paraivinima;x
1544;36;55;195;Kylmalajar;x
1545;230;38;87;Syrjaaki;x
1546;191;48;235;Aspokiorva;x
1547;11;185;139;Kolhoskio;x
1548;22;21;206;Karpauniai;x
1549;116;52;161;Tiorviemivi;x
1550;38;18;112;Tetburgh;x
1551;62;8;23;Otanmela;x
1552;148;12;218;Kohtlainen;x
1553;57;144;59;Jokikila;x
1554;240;252;23;Niihimalak;x
1555;128;108;80;Tornituhmo;x
1556;110;71;241;Geisim;x
1557;8;135;73;Freiblumben;x
1558;131;61;106;Sasbaicheim;x
1559;19;84;48;Ashbon;x
1560;120;59;146;Orfordeford;x
1561;82;162;81;Prestesburd;x
1562;233;233;42;Withaton;x
1563;222;229;21;Pickewboro;x
1564;119;201;156;Horsham;x
1565;10;217;47;Yeovich;x
1566;10;85;51;Holmeston;x
1567;44;77;142;Apseanterb;x
1568;180;156;82;Athere;x
1569;18;169;251;Readilkham;x
1570;168;56;124;Mitfonstabl;x
1571;12;196;235;Orforyfie;x
1572;29;21;233;Carlinetong;x
1573;107;199;188;Boscampound;x
1574;57;132;112;Caushoreh;x
1575;126;74;27;Wigmouth;x
1576;14;130;136;Cleoburgh;x
1577;46;188;131;Tregon;x
1578;251;102;171;Withewbig;x
1579;135;129;189;Hinckwark;x
1580;74;150;74;Valdentes;x
1581;165;82;125;Iniesetile;x
1582;242;7;66;Jadrarrijos;x
1583;233;226;192;Huecanto;x
1584;16;47;37;Espines;x
1585;123;182;180;Gajanarges;x
1586;105;122;226;Pradejos;x
1587;96;34;245;Burguenza;x
1588;250;236;93;Cabantaloj;x
1589;22;43;83;Yunqueca;x
1590;124;91;66;Baidejostil;x
1591;2;172;195;Alagouro;x
1592;35;86;164;Eunapelacal;x
1593;244;46;87;Ribeia;x
1594;60;37;25;Rosailada;x
1595;180;182;154;Calheiralia;x
1596;230;226;23;Chatiarmant;x
1597;124;70;45;Nibeloy;x
1598;123;191;248;Court;x
1599;23;45;145;Darvoligny;x
1600;139;134;56;Chillegry;x
1601;205;132;210;Echilivetenoy;x
1602;2;45;43;Cepoyronson;x
1603;57;109;157;Sarans;x
1604;184;229;213;Courchecy;x
1605;240;217;223;Aubin;x
1606;175;193;14;Breterecy;x
1607;245;153;26;Champatay;x
1608;122;5;125;Boesury;x
1609;90;44;20;Ondrecy;x
1610;209;182;121;Rapinttinka;x
1611;129;228;206;Valgalara;x
1612;158;107;28;Siuntioskue;x
1613;193;199;132;Ylikeksa;x
1614;194;55;45;Karkylaaraa;x
1615;229;212;4;Ravajaantal;x
1616;218;78;40;Hosula;x
1617;103;133;215;Kalajarvita;x
1618;242;108;204;Porvovanie;x
1619;172;218;167;Kokikaupu;x
1620;143;174;182;Mumitti;x
1621;26;174;39;Kivisil;x
1622;179;16;249;Vehmarvi;x
1623;212;242;163;Ruottila;x
1624;230;174;134;Tulasikaup;x
1625;94;168;153;Hautaluski;x
1626;237;8;95;Amilly;x
1627;6;156;3;Messeseaux;x
1628;171;60;109;Soltely;x
1629;74;135;191;Nargierersul;x
1630;18;222;136;Gienetigy;x
1631;191;71;209;Beaulery;x
1632;46;167;48;Chaterelly;x
1633;93;144;14;Chapercot;x
1634;169;219;145;Ouluvatsa;x
1635;68;241;105;Kalajakark;x
1636;236;188;28;Roykaupunva;x
1637;229;203;109;Karpavesit;x
1638;218;254;233;Viohmaulalo;x
1639;204;52;81;Tuhavava;x
1640;177;239;98;Naparola;x
1641;187;105;124;Kivisaloby;x
1642;240;19;149;Hoskinolaa;x
1643;12;196;201;Heinotusula;x
1644;167;115;221;Ouluulu;x
1645;184;53;185;Nilsi;x
1646;168;224;212;Hapsalulala;x
