province;red;green;blue;x;x
1069;32;255;255;name11;x
1070;33;125;0;name46;x
1071;33;125;0;name46;x
1072;33;125;0;name46;x
1073;40;125;0;name46;x
1074;42;125;0;name47;x
1075;40;125;0;name47;x
1076;44;125;0;name47;x
1077;47;125;0;name47;x
1078;38;125;0;name48;x
1079;38;125;0;name48;x
1080;37;125;0;name48;x
1081;44;125;0;name48;x
1082;80;125;0;name40;x
1083;62;125;0;name41;x
1084;75;125;0;name41;x
1085;44;125;0;name41;x
1086;39;125;0;name41;x
1087;34;125;0;name41;x
1088;39;125;0;name20;x
1089;43;125;0;name20;x
1090;40;125;0;name20;x
1091;39;125;0;name20;x
1092;38;125;0;name20;x
1093;50;125;0;name20;x
1094;53;125;0;name20;x
1095;60;125;0;name49;x
1096;56;125;0;name21;x
1097;50;125;0;name21;x
1098;44;125;0;name21;x
1099;41;125;0;name22;x
1100;39;125;0;name22;x
1101;37;125;0;name22;x
1102;36;125;0;name22;x
1103;42;125;0;name22;x
1104;47;125;0;name22;x
1105;44;125;0;name32;x
1106;44;125;0;name32;x
1107;33;125;0;name32;x
1108;33;125;0;name32;x
1109;32;255;255;name11;x
1110;32;255;255;name11;x
1111;32;255;255;name11;x
1112;32;255;255;name11;x
1113;31;255;255;name11;x
1114;31;255;255;name11;x
1115;32;255;255;name11;x
1116;32;255;255;name11;x
1117;33;125;0;name24;x
1118;33;125;0;name24;x
1119;34;125;0;name24;x
1120;35;125;0;name24;x
1121;32;125;0;name24;x
1122;32;125;0;name24;x
1123;80;125;0;name24;x
1124;80;125;0;name56;x
1125;50;125;0;name56;x
1126;17;255;255;name11;x
1127;27;255;255;name11;x
1128;0;255;255;name11;x
1129;30;255;255;name11;x
1130;40;125;0;name42;x
1131;136;125;0;name42;x
1132;144;125;0;name11;x
1133;255;125;0;name11;x
1134;255;125;0;name11;x
1135;255;125;0;name11;x
1136;250;125;0;name57;x
1137;250;125;0;name57;x
1138;122;125;0;name57;x
1139;85;125;0;name11;x
1140;30;255;255;name11;x
1141;23;255;255;name11;x
1142;30;255;255;name11;x
1143;28;255;255;name11;x
1144;17;255;255;name11;x
1145;29;255;255;name11;x
1146;34;125;0;name26;x
1147;34;125;0;name26;x
1148;34;125;0;name26;x
1149;32;255;255;name11;x
1150;32;125;0;name26;x
1151;99;125;0;name53;x
1152;62;125;0;name53;x
1153;31;255;255;name11;x
1154;31;255;255;name11;x
1155;1;255;255;name11;x
1156;29;255;255;name11;x
1157;30;255;255;name11;x
1158;32;255;255;name11;x
1159;32;125;0;name54;x
1160;32;125;0;name54;x
1161;66;125;0;name54;x
1162;71;125;0;name54;x
1163;51;125;0;name54;x
1164;43;125;0;name54;x
1165;43;125;0;name54;x
1166;43;125;0;name54;x
1167;32;255;255;name11;x
1168;32;255;255;name11;x
1169;34;125;0;name34;x
1170;40;125;0;name34;x
1171;37;125;0;name34;x
1172;36;125;0;name34;x
1173;32;125;0;name34;x
1174;32;125;0;name34;x
1175;32;255;255;name11;x
1176;32;255;255;name11;x
1177;32;255;255;name11;x
1178;35;125;0;name55;x
1179;35;125;0;name55;x
1180;33;125;0;name55;x
1181;34;125;0;name55;x
1182;37;125;0;name35;x
1183;40;125;0;name35;x
1184;36;125;0;name35;x
1185;36;125;0;name35;x
1186;35;125;0;name35;x
1187;53;125;0;name35;x
1188;58;125;0;name35;x
1189;34;125;0;name28;x
1190;33;125;0;name28;x
1191;34;125;0;name28;x
1192;34;125;0;name28;x
1193;34;125;0;name28;x
1194;34;125;0;name28;x
1195;34;125;0;name29;x
1196;33;125;0;name29;x
1197;33;125;0;name29;x
1198;34;125;0;name29;x
1199;34;125;0;name29;x
1200;33;125;0;name29;x
1201;53;125;0;name29;x
1202;56;125;0;name29;x
1203;48;125;0;name29;x
1204;60;125;0;name16;x
1205;64;125;0;name16;x
1206;56;125;0;name16;x
1207;56;125;0;name16;x
1208;66;125;0;name16;x
1209;60;125;0;name16;x
1210;56;125;0;name16;x
1211;58;125;0;name16;x
1212;55;125;0;name16;x
1213;46;125;0;name16;x
1214;41;125;0;name16;x
1215;38;125;0;name16;x
1216;39;125;0;name52;x
1217;34;125;0;name52;x
1218;43;125;0;name52;x
1219;109;125;0;name52;x
1220;125;125;0;name17;x
1221;115;125;0;name17;x
1222;109;125;0;name17;x
1223;112;125;0;name17;x
1224;122;125;0;name58;x
1225;140;125;0;name58;x
1226;122;125;0;name58;x
1227;190;125;0;name58;x
1228;115;125;0;name59;x
1229;50;125;0;name59;x
1230;42;125;0;name45;x
1231;47;125;0;name45;x
1232;47;125;0;name45;x
1233;64;125;0;name45;x
1234;58;125;0;name45;x
1235;96;125;0;name45;x
1236;85;125;0;name60;x
1237;64;125;0;name36;x
1238;44;125;0;name36;x
1239;34;125;0;name36;x
1240;34;125;0;name36;x
1241;33;125;0;name61;x
1242;36;125;0;name61;x
1243;36;125;0;name61;x
1244;32;255;255;name11;x
1245;32;255;255;name11;x
1246;32;255;255;name11;x
1247;32;255;255;name11;x
1248;36;125;0;name19;x
1249;36;125;0;name19;x
1250;42;125;0;name19;x
1251;42;125;0;name19;x
1252;32;255;255;name11;x
1253;32;255;255;name11;x
1254;32;255;255;name11;x
1255;32;255;255;name11;x
1256;32;255;255;name11;x
1257;34;125;0;name46;x
1258;34;125;0;name46;x
1259;38;125;0;name46;x
1260;38;125;0;name46;x
1261;38;125;0;name46;x
1262;47;125;0;name46;x
1263;36;125;0;name47;x
1264;41;125;0;name47;x
1265;44;125;0;name47;x
1266;42;125;0;name47;x
1267;41;125;0;name48;x
1268;55;125;0;name48;x
1269;94;125;0;name48;x
1270;88;125;0;name48;x
1271;96;125;0;name41;x
1272;129;125;0;name41;x
1273;133;125;0;name62;x
1274;136;125;0;name62;x
1275;160;125;0;name62;x
1276;148;125;0;name62;x
1277;80;125;0;name20;x
1278;41;125;0;name20;x
1279;41;125;0;name20;x
1280;43;125;0;name20;x
1281;44;125;0;name20;x
1282;47;125;0;name20;x
1283;55;125;0;name20;x
1284;53;125;0;name49;x
1285;55;125;0;name49;x
1286;50;125;0;name49;x
1287;46;125;0;name49;x
1288;42;125;0;name22;x
1289;40;125;0;name22;x
1290;37;125;0;name22;x
1291;36;125;0;name22;x
1292;36;125;0;name22;x
1293;39;125;0;name22;x
1294;40;125;0;name22;x
1295;40;125;0;name22;x
1296;40;125;0;name22;x
1297;37;125;0;name32;x
1298;37;125;0;name22;x
1299;33;125;0;name32;x
1300;38;125;0;name32;x
1301;38;125;0;name32;x
1302;38;125;0;name32;x
1303;31;255;255;name11;x
1304;31;255;255;name11;x
1305;32;255;255;name11;x
1306;31;255;255;name11;x
1307;31;255;255;name11;x
1308;32;255;255;name11;x
1309;34;125;0;name24;x
1310;33;125;0;name24;x
1311;33;125;0;name24;x
1312;35;125;0;name24;x
1313;36;125;0;name24;x
1314;51;125;0;name24;x
1315;40;125;0;name24;x
1316;40;125;0;name24;x
1317;31;255;255;name11;x
1318;31;255;255;name11;x
1319;31;255;255;name11;x
1320;31;255;255;name11;x
1321;27;255;255;name11;x
1322;0;255;255;name11;x
1323;31;255;255;name11;x
1324;0;255;255;name11;x
1325;41;125;0;name42;x
1326;41;125;0;name42;x
1327;144;125;0;name11;x
1328;255;125;0;name11;x
1329;255;125;0;name11;x
1330;255;125;0;name11;x
1331;71;125;0;name57;x
1332;71;125;0;name57;x
1333;71;125;0;name57;x
1334;29;255;255;name11;x
1335;28;255;255;name11;x
1336;28;255;255;name11;x
1337;23;255;255;name11;x
1338;0;255;255;name11;x
1339;17;255;255;name11;x
1340;31;255;255;name11;x
1341;27;255;255;name11;x
1342;33;125;0;name26;x
1343;33;125;0;name26;x
1344;47;125;0;name26;x
1345;47;125;0;name26;x
1346;47;125;0;name26;x
1347;83;125;0;name26;x
1348;32;255;255;name11;x
1349;27;255;255;name11;x
1350;0;255;255;name11;x
1351;31;255;255;name11;x
1352;62;255;255;name11;x
1353;32;255;255;name11;x
1354;43;125;0;name54;x
1355;62;125;0;name54;x
1356;47;125;0;name54;x
1357;44;125;0;name54;x
1358;44;125;0;name54;x
1359;34;125;0;name54;x
1360;34;125;0;name54;x
1361;32;255;255;name11;x
1362;35;125;0;name54;x
1363;35;125;0;name54;x
1364;35;125;0;name54;x
1365;36;125;0;name34;x
1366;38;125;0;name34;x
1367;39;125;0;name34;x
1368;37;125;0;name34;x
1369;35;125;0;name34;x
1370;35;125;0;name34;x
1371;34;125;0;name34;x
1372;34;125;0;name63;x
1373;34;125;0;name55;x
1374;33;125;0;name55;x
1375;36;125;0;name55;x
1376;36;125;0;name55;x
1377;37;125;0;name55;x
1378;38;125;0;name64;x
1379;37;125;0;name64;x
1380;36;125;0;name64;x
1381;36;125;0;name35;x
1382;48;125;0;name35;x
1383;34;125;0;name28;x
1384;34;125;0;name28;x
1385;33;125;0;name28;x
1386;33;125;0;name28;x
1387;34;125;0;name28;x
1388;34;125;0;name28;x
1389;34;125;0;name28;x
1390;34;125;0;name28;x
1391;34;125;0;name29;x
1392;34;125;0;name29;x
1393;34;125;0;name29;x
1394;34;125;0;name29;x
1395;33;125;0;name29;x
1396;43;125;0;name29;x
1397;48;125;0;name29;x
1398;55;125;0;name29;x
1399;50;125;0;name29;x
1400;51;125;0;name16;x
1401;53;125;0;name16;x
1402;55;125;0;name16;x
1403;48;125;0;name16;x
1404;47;125;0;name16;x
1405;50;125;0;name16;x
1406;51;125;0;name16;x
1407;51;125;0;name16;x
1408;43;125;0;name16;x
1409;37;125;0;name16;x
1410;36;125;0;name52;x
1411;36;125;0;name52;x
1412;36;125;0;name52;x
1413;35;125;0;name52;x
1414;36;125;0;name65;x
1415;41;125;0;name65;x
1416;53;125;0;name65;x
1417;80;125;0;name65;x
1418;88;125;0;name65;x
1419;164;125;0;name58;x
1420;115;125;0;name58;x
1421;125;125;0;name58;x
1422;122;125;0;name58;x
1423;148;125;0;name59;x
1424;83;125;0;name59;x
1425;58;125;0;name59;x
1426;53;125;0;name59;x
1427;73;125;0;name45;x
1428;102;125;0;name45;x
1429;83;125;0;name45;x
1430;78;125;0;name60;x
1431;71;125;0;name60;x
1432;39;125;0;name36;x
1433;40;125;0;name36;x
1434;43;125;0;name61;x
1435;43;125;0;name61;x
1436;36;125;0;name61;x
1437;33;125;0;name61;x
1438;32;255;255;name11;x
1439;32;255;255;name11;x
1440;32;255;255;name11;x
1441;32;255;255;name11;x
1442;32;255;255;name11;x
1443;32;255;255;name11;x
1444;32;255;255;name11;x
1445;33;125;0;name19;x
1446;32;255;255;name11;x
1447;32;255;255;name11;x
1448;32;255;255;name11;x
1449;32;255;255;name11;x
1450;32;255;255;name11;x
1451;32;255;255;name11;x
1452;32;255;255;name11;x
1453;32;125;0;name46;x
1454;32;125;0;name46;x
1455;46;125;0;name46;x
1456;34;125;0;name46;x
1457;43;125;0;name47;x
1458;47;125;0;name47;x
1459;55;125;0;name47;x
1460;112;125;0;name47;x
1461;177;125;0;name48;x
1462;109;125;0;name48;x
1463;85;125;0;name41;x
1464;88;125;0;name41;x
1465;85;125;0;name62;x
1466;91;125;0;name62;x
1467;106;125;0;name62;x
1468;148;125;0;name62;x
1469;195;125;0;name62;x
1470;168;125;0;name62;x
1471;71;125;0;name62;x
1472;55;125;0;name20;x
1473;47;125;0;name20;x
1474;48;125;0;name20;x
1475;42;125;0;name20;x
1476;48;125;0;name49;x
1477;55;125;0;name49;x
1478;53;125;0;name49;x
1479;51;125;0;name49;x
1480;47;125;0;name49;x
1481;46;125;0;name22;x
1482;43;125;0;name22;x
1483;40;125;0;name22;x
1484;36;125;0;name22;x
1485;34;125;0;name22;x
1486;33;125;0;name22;x
1487;33;125;0;name22;x
1488;33;125;0;name22;x
1489;32;255;255;name11;x
1490;32;125;0;name32;x
1491;32;125;0;name32;x
1492;33;125;0;name32;x
1493;32;255;255;name11;x
1494;32;255;255;name11;x
1495;31;255;255;name11;x
1496;32;255;255;name11;x
1497;34;255;255;name11;x
1498;31;255;255;name11;x
1499;32;255;255;name11;x
1500;32;255;255;name11;x
1501;31;255;255;name11;x
1502;41;125;0;name24;x
1503;41;125;0;name24;x
1504;46;125;0;name24;x
1505;46;125;0;name24;x
1506;46;125;0;name24;x
1507;46;125;0;name24;x
1508;68;125;0;name24;x
1509;68;125;0;name24;x
1510;38;125;0;name24;x
1511;31;255;255;name11;x
1512;0;255;255;name11;x
1513;0;255;255;name11;x
1514;0;255;255;name11;x
1515;38;125;0;name42;x
1516;38;125;0;name42;x
1517;140;125;0;name66;x
1518;255;125;0;name11;x
1519;255;125;0;name11;x
1520;234;125;0;name57;x
1521;234;125;0;name57;x
1522;234;125;0;name57;x
1523;36;125;0;name57;x
1524;27;255;255;name11;x
1525;27;255;255;name11;x
1526;0;255;255;name11;x
1527;0;255;255;name11;x
1528;27;255;255;name11;x
1529;32;255;255;name11;x
1530;32;255;255;name11;x
1531;32;255;255;name11;x
1532;32;255;255;name11;x
1533;46;125;0;name26;x
1534;0;255;255;name11;x
1535;31;255;255;name11;x
1536;17;255;255;name11;x
1537;17;255;255;name11;x
1538;32;255;255;name11;x
1539;62;125;0;name67;x
1540;133;125;0;name67;x
1541;133;125;0;name67;x
1542;96;125;0;name54;x
1543;75;125;0;name54;x
1544;47;125;0;name54;x
1545;33;125;0;name54;x
1546;33;125;0;name54;x
1547;32;255;255;name11;x
1548;34;125;0;name54;x
1549;34;125;0;name54;x
1550;37;125;0;name54;x
1551;36;125;0;name54;x
1552;34;125;0;name34;x
1553;36;125;0;name34;x
1554;37;125;0;name34;x
1555;33;125;0;name34;x
1556;36;125;0;name63;x
1557;36;125;0;name63;x
1558;36;125;0;name63;x
1559;34;125;0;name63;x
1560;36;125;0;name63;x
1561;38;125;0;name63;x
1562;36;125;0;name64;x
1563;36;125;0;name64;x
1564;37;125;0;name64;x
1565;36;125;0;name64;x
1566;48;125;0;name64;x
1567;34;125;0;name64;x
1568;35;125;0;name28;x
1569;34;125;0;name28;x
1570;34;125;0;name28;x
1571;34;125;0;name28;x
1572;34;125;0;name28;x
1573;34;125;0;name28;x
1574;34;125;0;name28;x
1575;34;125;0;name29;x
1576;35;125;0;name29;x
1577;36;125;0;name29;x
1578;36;125;0;name29;x
1579;36;125;0;name29;x
1580;36;125;0;name29;x
1581;44;125;0;name29;x
1582;56;125;0;name29;x
1583;64;125;0;name29;x
1584;55;125;0;name16;x
1585;51;125;0;name16;x
1586;50;125;0;name16;x
1587;53;125;0;name16;x
1588;48;125;0;name16;x
1589;46;125;0;name16;x
1590;46;125;0;name16;x
1591;48;125;0;name16;x
1592;43;125;0;name16;x
1593;39;125;0;name16;x
1594;44;125;0;name52;x
1595;47;125;0;name52;x
1596;44;125;0;name52;x
1597;42;125;0;name52;x
1598;41;125;0;name65;x
1599;36;125;0;name65;x
1600;40;125;0;name65;x
1601;39;125;0;name65;x
1602;66;125;0;name65;x
1603;152;125;0;name58;x
1604;199;125;0;name58;x
1605;156;125;0;name58;x
1606;140;125;0;name58;x
1607;99;125;0;name59;x
1608;83;125;0;name59;x
1609;60;125;0;name59;x
1610;68;125;0;name59;x
1611;80;125;0;name59;x
1612;68;125;0;name60;x
1613;68;125;0;name60;x
1614;42;125;0;name60;x
1615;36;125;0;name60;x
1616;38;125;0;name60;x
1617;38;125;0;name60;x
1618;85;125;0;name60;x
1619;73;125;0;name61;x
1620;46;125;0;name61;x
1621;46;125;0;name61;x
1622;46;125;0;name61;x
1623;37;125;0;name61;x
1624;37;125;0;name61;x
1625;35;125;0;name61;x
1626;32;255;255;name11;x
1627;29;255;255;name11;x
1628;32;255;255;name11;x
1629;32;255;255;name11;x
1630;32;255;255;name11;x
1631;32;255;255;name11;x
1632;32;255;255;name11;x
1633;32;255;255;name11;x
1634;32;255;255;name11;x
1635;32;255;255;name11;x
1636;32;125;0;name46;x
1637;32;125;0;name46;x
1638;35;125;0;name46;x
1639;33;125;0;name46;x
1640;42;125;0;name46;x
1641;42;125;0;name47;x
1642;94;125;0;name47;x
1643;66;125;0;name47;x
1644;99;125;0;name47;x
1645;99;125;0;name48;x
1646;99;125;0;name68;x
1647;156;125;0;name68;x
1648;91;125;0;name41;x
1649;115;125;0;name62;x
1650;94;125;0;name62;x
1651;129;125;0;name62;x
1652;125;125;0;name11;x
1653;148;125;0;name11;x
1654;199;125;0;name62;x
1655;140;125;0;name20;x
1656;47;125;0;name20;x
1657;47;125;0;name20;x
1658;48;125;0;name20;x
1659;41;125;0;name49;x
1660;38;125;0;name49;x
1661;42;125;0;name49;x
1662;44;125;0;name49;x
1663;51;125;0;name49;x
1664;50;125;0;name22;x
1665;47;125;0;name22;x
1666;44;125;0;name22;x
1667;43;125;0;name22;x
1668;37;125;0;name22;x
1669;34;125;0;name22;x
1670;34;125;0;name22;x
1671;32;125;0;name22;x
1672;32;255;255;name11;x
1673;32;255;255;name11;x
1674;32;255;255;name11;x
1675;32;255;255;name11;x
1676;32;255;255;name11;x
1677;32;255;255;name11;x
1678;32;255;255;name11;x
1679;32;255;255;name11;x
1680;32;255;255;name11;x
1681;31;255;255;name11;x
1682;32;255;255;name11;x
1683;34;125;0;name69;x
1684;33;125;0;name69;x
1685;33;125;0;name69;x
1686;32;125;0;name69;x
1687;31;255;255;name11;x
1688;33;125;0;name24;x
1689;39;125;0;name24;x
1690;32;255;255;name11;x
1691;27;255;255;name11;x
1692;32;255;255;name11;x
1693;27;255;255;name11;x
1694;28;255;255;name11;x
1695;0;255;255;name11;x
1696;0;255;255;name11;x
1697;0;255;255;name11;x
1698;17;255;255;name11;x
1699;17;255;255;name11;x
1700;17;255;255;name11;x
1701;17;255;255;name11;x
1702;73;125;0;name66;x
1703;73;125;0;name66;x
1704;255;125;0;name11;x
1705;255;125;0;name57;x
1706;85;125;0;name57;x
1707;23;255;255;name11;x
1708;0;255;255;name11;x
1709;0;255;255;name11;x
1710;0;255;255;name11;x
1711;0;255;255;name11;x
1712;0;255;255;name11;x
1713;0;255;255;name11;x
1714;0;255;255;name11;x
1715;29;255;255;name11;x
1716;0;255;255;name11;x
1717;32;255;255;name11;x
1718;27;255;255;name11;x
1719;30;255;255;name11;x
1720;31;255;255;name11;x
1721;32;255;255;name11;x
1722;99;125;0;name67;x
1723;99;125;0;name67;x
1724;99;125;0;name67;x
1725;102;125;0;name67;x
1726;53;125;0;name54;x
1727;56;125;0;name54;x
1728;43;125;0;name54;x
1729;43;125;0;name54;x
1730;43;125;0;name54;x
1731;43;125;0;name54;x
1732;32;255;255;name11;x
1733;32;255;255;name11;x
1734;32;255;255;name11;x
1735;32;255;255;name11;x
1736;33;125;0;name54;x
1737;36;125;0;name54;x
1738;36;125;0;name54;x
1739;34;125;0;name54;x
1740;33;125;0;name54;x
1741;32;125;0;name54;x
1742;33;125;0;name34;x
1743;34;125;0;name34;x
1744;37;125;0;name63;x
1745;36;125;0;name63;x
1746;37;125;0;name63;x
1747;36;125;0;name63;x
1748;36;125;0;name63;x
1749;36;125;0;name63;x
1750;37;125;0;name64;x
1751;38;125;0;name64;x
1752;37;125;0;name64;x
1753;40;125;0;name64;x
1754;53;125;0;name64;x
1755;36;125;0;name64;x
1756;34;125;0;name64;x
1757;34;125;0;name64;x
1758;33;125;0;name28;x
1759;33;125;0;name28;x
1760;33;125;0;name28;x
1761;34;125;0;name28;x
1762;33;125;0;name28;x
1763;34;125;0;name29;x
1764;34;125;0;name29;x
1765;35;125;0;name29;x
1766;36;125;0;name29;x
1767;36;125;0;name29;x
1768;34;125;0;name29;x
1769;47;125;0;name29;x
1770;44;125;0;name29;x
1771;55;125;0;name29;x
1772;55;125;0;name16;x
1773;51;125;0;name16;x
1774;50;125;0;name16;x
1775;53;125;0;name16;x
1776;48;125;0;name16;x
1777;48;125;0;name16;x
1778;55;125;0;name16;x
1779;51;125;0;name16;x
1780;47;125;0;name16;x
1781;46;125;0;name16;x
1782;47;125;0;name52;x
1783;48;125;0;name52;x
1784;48;125;0;name52;x
1785;48;125;0;name65;x
1786;47;125;0;name65;x
1787;46;125;0;name65;x
1788;46;125;0;name65;x
1789;41;125;0;name65;x
1790;85;125;0;name65;x
1791;129;125;0;name70;x
1792;109;125;0;name70;x
1793;99;125;0;name70;x
1794;88;125;0;name70;x
1795;102;125;0;name59;x
1796;106;125;0;name59;x
1797;109;125;0;name59;x
1798;96;125;0;name59;x
1799;33;125;0;name59;x
1800;33;125;0;name59;x
1801;32;255;255;name11;x
1802;34;125;0;name60;x
1803;34;125;0;name60;x
1804;34;125;0;name60;x
1805;32;125;0;name60;x
1806;47;125;0;name60;x
1807;47;125;0;name60;x
1808;47;125;0;name60;x
1809;47;125;0;name60;x
1810;44;125;0;name60;x
1811;47;125;0;name60;x
1812;47;125;0;name60;x
1813;38;125;0;name61;x
1814;30;255;255;name11;x
1815;30;255;255;name11;x
1816;30;255;255;name11;x
1817;0;255;255;name11;x
1818;0;255;255;name11;x
1819;1;255;255;name11;x
1820;29;255;255;name11;x
1821;32;255;255;name11;x
1822;32;255;255;name11;x
1823;32;255;255;name11;x
1824;32;255;255;name11;x
1825;32;255;255;name11;x
1826;32;255;255;name11;x
1827;33;125;0;name46;x
1828;33;125;0;name46;x
1829;32;125;0;name46;x
1830;42;125;0;name46;x
1831;43;125;0;name46;x
1832;47;125;0;name46;x
1833;112;125;0;name47;x
1834;36;125;0;name47;x
1835;75;125;0;name47;x
1836;75;125;0;name47;x
1837;75;125;0;name47;x
1838;48;125;0;name48;x
1839;78;125;0;name68;x
1840;78;125;0;name68;x
1841;177;125;0;name68;x
1842;177;125;0;name68;x
1843;250;125;0;name68;x
1844;250;125;0;name68;x
1845;186;125;0;name71;x
1846;133;125;0;name62;x
1847;129;125;0;name62;x
1848;136;125;0;name11;x
1849;129;125;0;name11;x
1850;133;125;0;name20;x
1851;125;125;0;name20;x
1852;55;125;0;name20;x
1853;55;125;0;name20;x
1854;43;125;0;name49;x
1855;40;125;0;name49;x
1856;39;125;0;name49;x
1857;39;125;0;name49;x
1858;47;125;0;name49;x
1859;55;125;0;name49;x
1860;53;125;0;name22;x
1861;50;125;0;name22;x
1862;47;125;0;name22;x
1863;46;125;0;name22;x
1864;39;125;0;name22;x
1865;34;125;0;name22;x
1866;34;125;0;name22;x
1867;32;255;255;name11;x
1868;32;255;255;name11;x
1869;31;255;255;name11;x
1870;31;255;255;name11;x
1871;31;255;255;name11;x
1872;32;255;255;name11;x
1873;32;255;255;name11;x
1874;32;255;255;name11;x
1875;33;125;0;name69;x
1876;33;125;0;name69;x
1877;43;125;0;name69;x
1878;53;125;0;name69;x
1879;42;125;0;name69;x
1880;31;255;255;name11;x
1881;31;255;255;name11;x
1882;31;255;255;name11;x
1883;27;255;255;name11;x
1884;27;255;255;name11;x
1885;31;255;255;name11;x
1886;27;255;255;name11;x
1887;27;255;255;name11;x
1888;0;255;255;name11;x
1889;0;255;255;name11;x
1890;0;255;255;name11;x
1891;0;255;255;name11;x
1892;29;255;255;name11;x
1893;51;125;0;name11;x
1894;94;125;0;name11;x
1895;94;125;0;name57;x
1896;48;125;0;name57;x
1897;0;255;255;name11;x
1898;0;255;255;name11;x
1899;0;255;255;name11;x
1900;0;255;255;name11;x
1901;0;255;255;name11;x
1902;0;255;255;name11;x
1903;27;255;255;name11;x
1904;32;255;255;name11;x
1905;32;255;255;name11;x
1906;32;255;255;name11;x
1907;32;255;255;name11;x
1908;32;255;255;name11;x
1909;32;255;255;name11;x
1910;94;125;0;name67;x
1911;56;125;0;name67;x
1912;56;125;0;name67;x
1913;36;125;0;name54;x
1914;36;125;0;name67;x
1915;36;125;0;name67;x
1916;36;125;0;name67;x
1917;36;125;0;name67;x
1918;35;125;0;name54;x
1919;33;125;0;name54;x
1920;32;255;255;name11;x
1921;32;255;255;name11;x
1922;32;255;255;name11;x
1923;32;255;255;name11;x
1924;32;255;255;name11;x
1925;33;125;0;name54;x
1926;33;125;0;name54;x
1927;33;125;0;name54;x
1928;34;125;0;name54;x
1929;37;125;0;name54;x
1930;36;125;0;name63;x
1931;36;125;0;name63;x
1932;37;125;0;name63;x
1933;38;125;0;name63;x
1934;38;125;0;name63;x
1935;38;125;0;name64;x
1936;38;125;0;name64;x
1937;39;125;0;name64;x
1938;38;125;0;name64;x
1939;38;125;0;name64;x
1940;55;125;0;name64;x
1941;36;125;0;name72;x
1942;34;125;0;name72;x
1943;34;125;0;name72;x
1944;33;125;0;name72;x
1945;34;125;0;name72;x
1946;34;125;0;name72;x
1947;34;125;0;name28;x
1948;34;125;0;name28;x
1949;34;125;0;name28;x
1950;34;125;0;name29;x
1951;35;125;0;name29;x
1952;36;125;0;name29;x
1953;36;125;0;name29;x
1954;36;125;0;name29;x
1955;41;125;0;name29;x
1956;60;125;0;name29;x
1957;55;125;0;name16;x
1958;48;125;0;name16;x
1959;44;125;0;name16;x
1960;47;125;0;name16;x
1961;53;125;0;name16;x
1962;56;125;0;name16;x
1963;53;125;0;name16;x
1964;53;125;0;name16;x
1965;58;125;0;name16;x
1966;94;125;0;name16;x
1967;60;125;0;name52;x
1968;48;125;0;name52;x
1969;55;125;0;name52;x
1970;62;125;0;name65;x
1971;58;125;0;name65;x
1972;55;125;0;name65;x
1973;48;125;0;name65;x
1974;44;125;0;name65;x
1975;48;125;0;name65;x
1976;71;125;0;name65;x
1977;78;125;0;name70;x
1978;78;125;0;name65;x
1979;78;125;0;name70;x
1980;53;125;0;name70;x
1981;35;125;0;name70;x
1982;35;125;0;name70;x
1983;40;125;0;name70;x
1984;40;125;0;name70;x
1985;36;125;0;name59;x
1986;36;125;0;name59;x
1987;34;125;0;name59;x
1988;41;125;0;name59;x
1989;41;125;0;name59;x
1990;33;125;0;name59;x
1991;31;255;255;name11;x
1992;31;255;255;name11;x
1993;30;255;255;name11;x
1994;31;255;255;name11;x
1995;32;255;255;name11;x
1996;31;255;255;name11;x
1997;47;125;0;name60;x
1998;47;125;0;name60;x
1999;47;125;0;name60;x
2000;40;125;0;name60;x
2001;40;125;0;name60;x
2002;33;125;0;name60;x
2003;0;255;255;name11;x
2004;0;255;255;name11;x
2005;0;255;255;name11;x
2006;0;255;255;name11;x
2007;0;255;255;name11;x
2008;0;255;255;name11;x
2009;0;255;255;name11;x
2010;0;255;255;name11;x
2011;0;255;255;name11;x
2012;32;255;255;name11;x
2013;32;255;255;name11;x
2014;33;125;0;name46;x
2015;47;125;0;name46;x
2016;47;125;0;name46;x
2017;34;125;0;name46;x
2018;34;125;0;name46;x
2019;37;125;0;name46;x
2020;38;125;0;name47;x
2021;40;125;0;name47;x
2022;40;125;0;name47;x
2023;32;255;255;name11;x
2024;28;255;255;name11;x
2025;32;255;255;name11;x
2026;27;255;255;name11;x
2027;27;255;255;name11;x
2028;29;255;255;name11;x
2029;29;255;255;name11;x
2030;32;255;255;name11;x
2031;27;255;255;name11;x
2032;78;125;0;name71;x
2033;115;125;0;name71;x
2034;133;125;0;name71;x
2035;140;125;0;name11;x
2036;148;125;0;name11;x
2037;99;125;0;name20;x
2038;109;125;0;name20;x
2039;58;125;0;name20;x
2040;62;125;0;name49;x
2041;64;125;0;name49;x
2042;55;125;0;name49;x
2043;64;125;0;name49;x
2044;42;125;0;name49;x
2045;43;125;0;name49;x
2046;48;125;0;name49;x
2047;51;125;0;name22;x
2048;53;125;0;name22;x
2049;50;125;0;name73;x
2050;46;125;0;name22;x
2051;41;125;0;name22;x
2052;33;125;0;name74;x
2053;33;125;0;name74;x
2054;32;255;255;name11;x
2055;31;255;255;name11;x
2056;32;255;255;name11;x
2057;32;255;255;name11;x
2058;33;125;0;name69;x
2059;33;125;0;name69;x
2060;36;125;0;name69;x
2061;36;125;0;name69;x
2062;40;125;0;name69;x
2063;39;125;0;name69;x
2064;32;255;255;name11;x
2065;31;255;255;name11;x
2066;31;255;255;name11;x
2067;43;125;0;name69;x
